Name	StrHausNr	PLZ	Ort	Bettenanzahl
Ev Und Johanniter-Krankenhs	Hachenburger Str 16	56269	Dierdorf	186
Staedt Krankenhaus	Haerlenweg 1	88662	Überlingen	215
Privatklinik Marne	Hafenstraße 47	25709	Marne	13
Paracelsus Klinik Neuss	Hafenstrasse 68-76	41460	Neuss	61
Priv Frauenklinik	Hagelkreuzstr.37	40721	Hilden	60
Marienhospital Letmathe	Hagener Str 121	58642	Iserlohn	120
Kreiskrankenhaus	Hagenmoos 2	87634	Obergünzburg	110
Ev Krankenhaus	Hagenstr 47-49	32130	Enger	126
St Gerburgis-Hospital	Hagenstrasse 32	48301	Nottuln	110
Kreiskrankenhs Moeckmuehl	Hahnenaecker	74219	Möckmühl	100
Sonderkrankenhaus Hahnknüll	Hahnknüll 58	24534	Neumünster	34
Kreiskrankenhaus Miesbach	Haidmuehlstr 30	83714	Miesbach	67
Kreiskrankenhaus Mittweida	Hainichener Strasse 4-6	9648	Mittweida	190
Krankenhaus Bethesda	Hainstr 35	42109	Wuppertal	404
Drk-Krankenhaus	Hainstrasse 73	35216	Biedenkopf	117
Kreiskrankenhaus Ilshofen	Haller Str 38	74532	Ilshofen	41
Cnopf'Sche Kinderklinik	Hallerwiese 18-28	90419	Nürnberg	140
Klinik Hallerwiese	Hallerwiese 30	90419	Nürnberg	200
Städtisches Krankenhaus	Haltenhoffstraße 41	30167	Hannover	732
Westf Landeskrankenhaus	Halterner Str 525	45770	Marl	253
Klinik Waldwiese	Hamburger Chaussee 77	24114	Kiel	75
Krankenhaus Reinbek	Hamburger Straße 41	21465	Reinbek	328
St.-Vinzenz-Hospital	Hammer Straße 9	49740	Haselünne	150
Kliniken der Hansestadt	Hammersbecker Straße 228	28755	Bremen	569
Park-Sanatorium Dahlem Gmbh	Hammersteinstr 20	14199	Berlin	60
Marien-Krankenhaus	Hannoverstraße 5	48529	Nordhorn	260
Staedt Krankenhaus	Hans-Grohe-Strasse 10	77761	Schiltach	23
Rotes Kreuz Krankenhaus	Hansteinstr.29	34121	Kassel	371
Hardtwaldklinik I	Hardtstrasse	34596	Bad Zwesten	47
Frauenklinik Der	Hariolfstr 2	73479	Ellwangen	55
Staatliche	Harlachinger Strasse 51	81547	München	230
Kreiskrankenhaus Prien	Harrasser Str 61-63	83209	Prien	175
Klinik St Marienstift	Harsdorfer Str 30	39110	Magdeburg	115
Klinik Dr. Hancken GmbH	Harsefelder Straße 8	21680	Stade	60
Kreiskrankenh Lichtenstein	Hartensteiner Strasse 42	9350	Lichtenstein	225
Kreis-Krankenhaus	Harthauser Str 16	83043	Bad Aibling	180
Evangelisches Amalie-	Haselkamp 33	22359	Hamburg	268
Johanniter-Krankenhaus	Hasestraße 16-18	49565	Bramsche	135
Orthopädische Klinik	Hasselbornring 15	35619	Braunfels	120
Klinik Des Hochtaunuskreis	Hattsteiner Allee 1-5	61250	Usingen	145
St Josefs-Krankenhaus	Hauensteiner Str.17	66994	Dahn	102
Marienhospital	Hauptkanal rechts 75	26871	Papenburg	280
Bezirksklinik Hochstadt	Hauptstr 13	96272	Hochstadt	73
Krankenhaus Seefeld	Hauptstr 23	82229	Seefeld	85
Krankenhaus Vinzentinum	Hauptstr 24	83324	Ruhpolding	115
Lazarettstiftung Beilngries	Hauptstr 24	92339	Beilngries	39
Kreiskrankenhaus	Hauptstr 30	64342	Seeheim-Jugenheim	128
St Elisabeth-Hospital	Hauptstr 74	40668	Meerbusch	117
Heilig-Geist-Hospital	Hauptstr 81-87	64625	Bensheim	220
psych Landeskrankenhaus	Hauptstr 9	88529	Zwiefalten	240
Kreiskrankenhaus	Hauptstr 9-11	96138	Burgebrach	125
Bundesknappschaft	Hauptstrasee 55	82380	Peißenberg	90
Klinik Hohwald	Hauptstrasse 16	1844	Hohwald	140
St Elisabethen-Anstalt	Hauptstrasse 18	63920	Großheubach	20
Krankenhaus Scharnebeck	Hauptstraße 19	21379	Scharnebeck	46
Hans-Carossa-Klinik	Hauptstrasse 19	79780	Stühlingen	36
Brueder-Krankenhaus F	Hauptstrasse 33	56648	Saffig	65
Herz-Jesu-Krankenhaus Gmbh	Hauptstrasse 55	51789	Lindlar	173
Kreiskrankenhaus	Hauserstrasse 40	93444	Kötzting	150
Krankenhaus	Hausherrenstr 12	78315	Radolfzell	205
Verband Schwaebischer	Haussmannstr 103	70188	Stuttgart	63
Rheuma- U Rehabilitations-	Hebelweg 4	79415	Bad Bellingen	38
Kreiskrankenhaus Falkeneck-	Hecksbergweg 23-27	35619	Braunfels	182
Heckscher Klinik d Bez	Heckscher Str 4-9	80804	München	110
Paracelsus-Krankenhaus Ruit	Hedelfinger Strasse 166	73760	Ostfildern	404
Neurologische Klinik	Heerstr.54-65-67	56179	Vallendar	64
Evang Krankenhaus Bethesda	Heerstrasse 219	47053	Duisburg	451
Krankenhs Rheingau-Taunus-	Heftricher-Str	65510	Idstein	80
Kreiskrankenhaus	Hegelpromenade 21	2943	Weißwasser	268
St Josef-Krankenhaus	Heidbergweg 22-24	45239	Essen-Kupferdreh	315
Psychiatr Landeskrankenhaus	Heidelbergerstr 1 A	69168	Wiesloch	689
Fachklinik Kamillushaus	Heidhauserstr 273	45239	Essen	101
Klinikum Bad Salzuflen GmbH	Heidmannstr 45	32108	Bad Salzuflen	146
Kinderzentrum München	Heiglhofstrasse 63	81377	München	40
Hospital Zum Heiligen Geist	Heilig-Geist-Str 2	58135	Hagen	230
Krankenhaus Des Ev-Luth	Heilsbronner Strasse 44	91564	Neuendettelsau	185
Klinik Aprath	Heilstaette 5	42489	Wülfrath	75
Krankenhaus Stenum	Heilstättenweg	27777	Ganderkesee	100
Frauenklinik	Heilwigstraße 103	20249	Hamburg	24
Annastift e.V.	Heimchenstraße 1-7	30625	Hannover	301
Frauenklinik Johnsallee	Heimhuder Straße 38	20148	Hamburg	24
Kreiskrankenhaus	Heinrich-Heine-Strasse 6-7	39326	Wolmirstedt	273
Evang Krankenhaus	Heinrich-Hildebrand-Str 22	15232	Frankfurt (Oder)	175
Rheinische Landesklinik	Heinrich-Pesch-Str 39-41	41239	Mönchengladbach	155
Elisabeth-Klinik	Heinrich-Sommer-Strasse 4	59939	Olsberg	131
Kreiskrankenhaus Radebeul	Heinrich-Zille-Strasse 13	1445	Radebeul	307
Klinik Auerbach	Heinrichstr 4	64625	Bensheim	123
Privatklinik Dr.Schellerer	Heinrichstr.6	96047	Bamberg	32
Bruder-Klaus-Krankenhaus	Heitere weg 10	79183	Waldkirch	150
Westf Institut	Heithofer Allee 64	59071	Hamm	130
Bundeswehrkrankenhaus	Heldmannstr 24	32756	Detmold	14
Evangelisches Krankenhaus	Hellweg 100	45276	Essen	333
Krankenhaus der Evang.-Luth	Helmstedter Straße 35 a	38102	Braunschweig	208
Frauenklinik Helmsweg	Helmsweg 39	21073	Hamburg	26
Huyssens-Stiftung Gem Gmbh	Henricistrasse 92	45136	Essen	440
Norddeutsches Epilepsie-	Henry-Dunant-Straße	24223	Raisdorf	24
Krankenhaus Radeburg	Herbert-Schmidt-Strasse 2	1471	Radeburg	69
Gollwitzer-Meier-Klinik	Herforder Strasse 43	32545	Bad Oeynhausen	30
Klinik Fuer Kinder- Und	Herkulesstrasse 111	34119	Kassel	0
Klinik Fuer Kinder- Und	Herkulesstrasse 111	34119	Kassel	24
Niedersächsisches Landes-	Hermann-Ehlers-Straße 7	26160	Bad Zwischenahn	538
St Josefs-Krankenhaus Mit	Hermann-Herder-Strasse 1	79104	Freiburg	262
Kreiskrankenhaus	Hermann-Löns-Straße	29451	Dannenberg	212
Kreiskrankenhaus Muehlacker	Hermann Hesse Str 24	75417	Mühlacker	285
Curt-Von-Knobelsdorff-Haus	Hermannstrasse 17	42477	Radevormwald	44
St.-Josef-Hospital	Hermannstraße 37	53225	Bonn	261
Frauenklinik	Hermelsbacher Weg 41	57072	Siegen	35
Krankenhaus Bethel	Herminen- u. Bergdorfer Straße	31675	Bückeburg	240
Staedt.Krankenhaus	Herrgottsruhstr 3	86316	Friedberg	120
Kreiskrankenhaus	Herzbachweg 14	63571	Gelnhausen	408
Evangelisches Krankenhaus	Herzbergstrasse 79	10365	Berlin	743
Diakonissenanstalt	Hesstr 22	80331	München	218
Klinik Bosse	Heubnerstrasse 26	6886	Lutherstadt Wittenberg	80
Schlosspark-Klinik Kg	Heubnerweg 2	14059	Berlin	381
Die Kliniken der Stadt	Heusnerstraße 40	42283	Wuppertal	1937
Staedt Krankenhaus	Hewenstr 19	78234	Engen	91
St Hildegardis-Krankenhaus	Hildegardstr 2	55131	Mainz	420
Agnes-Karll-Krankenhaus	Hildesheimer Straße 158	30880	Laatzen	290
Krankenhaus Der Evang	Hilgardstrasse 26	67346	Speyer	327
St Maria-Hilf-Hospital	Hiltroper Landwehr 11	44805	Bochum	187
Universitätsklinikum	Hindenburgdamm 30	12203	Berlin	1342
Lukas-Krankenhaus Bünde	Hindenburgstr 56	32257	Bünde	398
Klinikum Wahrendorff Gmbh	Hindenburgstraße 1	31319	Sehnde	329
St Nikolaus-Stifts-	Hindenburgwall 1	56626	Andernach	316
Krankenhaus Meisenheim	Hinter D Hofstadt 8	55590	Meisenheim	70
Klinik Am Warteberg	Hinter den Teichhoefen 2	37213	Witzenhausen	49
Kreiskrankenhaus Stadthagen	Hinter der Burg 40	31655	Stadthagen	251
Frauenklinik Dr Geisenhofer	Hirschauerstrasse 6	80538	München	79
Staedt Krankenanstalten	Hirschlandstr 97	73730	Esslingen	493
Kreiskrankenhaus	Hirschrodaer Strasse 1	6636	Laucha	130
Herzzentrum Brandenburg	Hobrechtsfelder Chaussee 96	13125	Berlin-Buch	36
Kreiskrankenhaus	Hochfeldstr 2	83684	Tegernsee	210
Bezirkskrankenhaus	Hochstiftstrasse 6	86441	Zusmarshausen	60
Verbandskrankenhaus	Hochstr 20-22	58285	Gevelsberg	146
St Elisabeth-Hospital	Hochstr 39	58638	Iserlohn	268
Privatklinik Dr.Hellge	Hochstr 6	94032	Passau	65
Herzogin-Elisabeth-Heim	Hochstraße 11	38102	Braunschweig	372
Krankenhaus	Hochstrasse 20	45731	Waltrop	192
Staedtisches Krankenhaus	Hochstrasse 29	14770	Brandenburg/Havel	814
Staedt Krankenhaus	Hochwaldstrasse 50	61231	Bad Nauheim	275
Bundeswehrkrankenhaus	Hochwiesenhof 5-10	75323	Bad Wildbad	101
Kreiskrankenhaus	Hoegenauer Weg 5	86529	Schrobenhausen	169
Frauenklinik Dr Wimmer	Hoeglberg 11	84028	Landshut	9
Fachklinik Enzensberg	Hoehenstrasse 56	87629	Füssen	160
Staatsrat Von Fetzer-Klinik	Hoelderlinstrasse 1/D	70174	Stuttgart	85
Kath Krankenhaus	Hoelkeskampring 40	44625	Herne	694
Kreiskrankenhaus	Hoerberinger Str 9	84494	Neumarkt-Sankt Veit	40
Jakobi-Krankenhaus	Hoerstkamp 12	48431	Rheine	214
Kreiskrankenhaus Muenchberg	Hofer Str 40	95213	Münchberg	230
Klinik Am Hofgarten	Hofgartenstr.6	63739	Aschaffenburg	150
Kreiskrankenhaus	Hofheimer Str 69	97437	Haßfurt	149
Kreiskrankenhaus Eisleben	Hohe-Tor-Strasse 25	6295	Lutherstadt Eisleben	530
Kreiskrankenhaus Rahden	Hohe Muehle 3	32369	Rahden	140
Krankenhaus M Reha-Klinik	Hohe Warte 8	95445	Bayreuth	326
Krankenhaus Elim	Hohe Weide 17	20259	Hamburg	212
Krankenhaus Bethesda	Hohenheimer Str 21	70184	Stuttgart	165
Neurologisches Therapie-	Hohensandweg 37	40591	Düsseldorf	0
St.-Franziskus-Hospital	Hohenzollernring 72	48145	Münster	550
Kreiskrankenhaus	Hohenzollernstraße 40	72488	Sigmaringen	403
Kreiskrankenhaus Pößneck	Hohes Gäßchen 8-10	7381	Pößneck	256
Städtisches Krankenhaus	Hohler Weg 9	57439	Attendorn	322
Gem Klinikgesellschaft Des	Hohlstr 2-4	66564	Ottweiler	256
Klinik für Psychogene	Höhmannstr 2	14193	Berlin	54
Evang Krankenhaus Unna	Holbeinstrasse 10	59423	Unna	431
Kreiskrankenhaus Wedel	Holmer Straße 55	22880	Wedel	175
Endo-Klinik	Holstenstraße 2	22767	Hamburg	490
Klinik Dr. Flechsig	Holtenauer Straße 270	24105	Kiel	34
Kreiskrankenhaus	Holzbacher-Str 1	55469	Simmern	303
Diakonissen-Krankenhaus	Holzhausen Str 72-92	60322	Frankfurt	154
Kreiskrankenhaus	Holzhäuserweg 28	31592	Stolzenau	130
Diakonissenkrankenhaus	Holzhofgasse 29	1099	Dresden	264
St Vincentius Krankenhaus	Holzstrasse 4 A	67346	Speyer	265
Evangelisches Krankenhaus	Hordeler Str 7-9	44651	Herne	218
Rhein Orthop Landesklinik	Horionstr 2	41749	Viersen	170
Martin-Ulbrich-Haus	Horkaer Strasse 21	2929	Rothenburg	130
Allgemeines Krankenhaus	Hoserkirchweg 63	41747	Viersen	439
Hospital Zum Heiligen Geist	Hospitalgasse 2	56154	Boppard	166
Hess Diakonieverein E V	Hospitalstr 1	68623	Lampertheim	88
St Antonius-Hospital	Hospitalstr 16	41366	Schwalmtal	143
St.- Anna-Hospital	Hospitalstr 19	44649	Herne	363
Antoniuszentrum GmbH	Hospitalstr 2	47918	Tönisvorst	170
Marienhospital	Hospitalstr 24	45329	Essen	387
Krankenhaus Maria-Hilf	Hospitalstr 3-7	59581	Warstein	195
St Josef-Hospital	Hospitalstr 45	53840	Troisdorf	352
Kamillus-Klinik	Hospitalstr 6	53567	Asbach	174
Kreiskrankenhaus Meissen	Hospitalstrasse 1	1662	Meißen	420
Marienkrankenhaus	Hospitalstrasse 15	65439	Flörsheim	155
Lukas-Hospital Ggbmh Anklam	Hospitalstrasse 19	17389	Anklam	175
Kreiskrankenhaus	Hospitalstrasse 4	99706	Sondershausen	268
St.-Marien-Hospital gem.GmbH	Hospitalstraße 44	52353	Düren	378
Stadtkrankenhaus Calbe	Hospitalstrasse 5	39240	Calbe	129
St Nikolaus-Hospital	Hospitalstrasse 5	66798	Wallerfangen	113
Kath Krankenhaus Gem Gmbh	Hospitalstrasse 6-10	58099	Hagen	395
Gemeinde-Krankenhaus Eitorf	Hospitalstrasse 7	53783	Eitorf	139
Diakonie-Krankenhaus	Hospitalweg 1	49124	Georgsmarienhütte	110
St.-Martinus-Hospital	Hospitalweg 6	57462	Olpe	385
Elisabeth-Krankenhaus	Hubertusstr 100	41239	Mönchengladbach	503
Waldburg-Zeil Kliniken	Hubertusstr 40	82487	Oberammergau	100
Neurologische Klinik Haus	Hubertusstr 6-7	35619	Braunfels	105
Asklepios-Klinik	Hubertusstraße 12-22	16547	Birkenwerder	130
Langzeitkrankenhaus	Hubstrasse 66	77833	Ottersweier	50
Krankenhauszweckverband	Hueffertstr 50	34414	Warburg	301
Katholisches Krankenhaus	Huelsmannstrasse 17	45355	Essen	390
Caritas Krankenhaus	Huettenwerkstr 4	66763	Dillingen	264
Klinik Glueckauf	Hufelandstr 1	34537	Bad Wildungen	4
Universitätsklinikum der	Hufelandstr 55	45147	Essen	1317
Bezirkskrankenhaus Fuer	Hufelandstrasse 15	1477	Arnsdorf	377
Evang Krankenhaus	Hugo-Fuchs-Allee 3	58644	Iserlohn	300
Fachklinik Dr Stecher	Hugo Roempler Str 11	75328	Schömberg	102
Albert-Ludwigs-Universitaet	Hugstetter Str 49	79106	Freiburg	1944
Urologische Klinik	Humboldstr 16	70173	Stuttgart	43
Krankenhaus Neu-Mariahilf	Humboldtallee 10-12	37073	Göttingen	150
Krankenhaus Neu-Bethlehem	Humboldtallee 8	37073	Göttingen	120
Kreiskrankenhaus Naumburg	Humboldtstrasse 31	6618	Naumburg	373
Friederikenstift	Humboldtstraße 5	30169	Hannover	634
Berufsgenossensch Kranken-	Hundscheidtstr 1	44787	Bochum	624
St.-Hubertus-Stift	Hundsgasse-Klosterstraße	50181	Bedburg	151
Krankenanstalt d. Stadt Köln	Hurster Str 50	51570	Windeck	106
St.-Josefs-Krankenhaus	Husener Str.46	33098	Paderborn	409
Haus Immanuel	Hutschdorf 46	95349	Thurnau	35
Privatfrauenklinik	Hynspergstr 2	60322	Frankfurt	18
Spezialklinik F	I.Speck 11	83324	Ruhpolding	60
Kinderhospital Osnabrück	Iburger Straße 87	49074	Osnabrück	129
Kreiskrankenhaus	Ilsenburger Strasse 15	38855	Wernigerode	424
Kreiskrankenhaus	Ilsenburger Straße 95	38667	Bad Harzburg	156
Krankenanst Des Landkreises	Im Bannmueller 8	71672	Marbach	130
Franz-Alexander-Klinik	Im Dorf 44	77787	Nordrach	0
Ev.Krankenhaus	Im Flur	66869	Kusel	270
Bezirkskrankenhaus	Im Freudental 1	87435	Kempten	687
Bernhard Salzmann-Klinik	Im Fuechtei 150	33334	Gütersloh	159
Kreiskrankenhaus Creglingen	Im Herrgottstal 19	97993	Creglingen	37
Werner-Wicker-Klinik	Im Kreuzfeld 4	34537	Bad Wildungen	160
Werner-Wicker-Klinik	Im Kreuzfeld 4	34537	Bad Wildungen	158
St Georg Krankenhaus	Im Ohle 31	57392	Schmallenberg	102
Sächsisches Krankenhaus	Im Park 15A	4678	Zschadraß	259
Krankenhaus Bethanien Ggmbh	Im Pruefling 21-25	60389	Frankfurt	106
Zentrum Fuer Psychiatrie	Im Schlosspark	45699	Herten	192
St Elisabeth-Hospital	Im Schlosspark 12	45699	Herten	405
Rehabilitationsklinik	Im Spitzfeld 25	69151	Neckargemünd	120
Kreiskrankenhaus Immenstadt	Im Stillen 1-4	87509	Immenstadt	200
Staedt Krankenhaus	Im Tal 4	74575	Schrozberg	38
St Elisabeth-Krankenhaus	Im Vogelsang 5-11	45527	Hattingen	180
Psychiatrische Klinik	Im Wischfeld 16	21335	Lüneburg	104
Chirurg Urolog Privatklinik	Implerstrasse 51	81371	München	26
St.-Josef-Hospital	In der Hees 4	46509	Xanten	150
Bundesknappschaft	In der Humes	66346	Püttlingen	451
Therapeutische Gemeinschaft	In der Mordach 3	64367	Mühltal	0
Knappschafts-Krankenhaus	In der Schornau 23-25	44892	Bochum	528
Paracelsus-Kurfürsten-Klinik	In der Vahr 65	28329	Bremen	193
Staedtisches Krankenhaus	Industriestrasse 40	1129	Dresden	817
Paracelsus Nordseeklinik	Invasorenpfad	27498	Helgoland	42
Hermann-Strauss-Hospital	Iranische Straße 2-4	13347	Berlin	38
Jüdisches Krankenhaus	Iranische Straße 2-4	13347	Berlin	448
Privatklinik Dr h Mueller	Isartalstr 84	81379	München	125
Ev Krankenhaus Elsey In	Iserlohnerstr 43	58119	Hagen	217
Dr Otto Gessler-Krankenhaus	Jaegerstr 41	88161	Lindenberg	220
Kreiskrankenhaus Stollberg	Jahnsdorfer Strasse 2	9366	Stollberg	389
Kreiskrankenhaus	Jahnstr	92676	Eschenbach	120
Kreiskrankenhaus	Jahnstr 24	73441	Bopfingen	54
Diakonie-Krankenhaus	Jahnstrasse 11	55606	Kirn	126
Klinikum Fuerth	Jakob-Henle-Strasse 1	90766	Fürth	727
Krankenhaus Der	Jakobstrasse 27-31	50678	Köln	351
Staedt Krankenhaeuser	James-Loeb-Strasse 2	80804	München	1044
Staedt Krankenhaeuser	James-Loeb-Strasse 2	80804	München	831
Staedt Krankenhaeuser	James-Loeb-Strasse 2	80804	München	1553
Staedt Krankenhaeuser	James-Loeb-Strasse 2	80804	München	235
Staedt Krankenhaeuser	James-Loeb-Strasse 2	80804	München	904
Kreiskrankenhaus Eutin	Janusstraße 22	23701	Eutin	286
Kinderkrankenhaus	Janusz-Korczak-Allee 12	30173	Hannover	351
Kreiskrankenhaus Rudolstadt	Jenaische Strasse 14	7407	Rudolstadt	425
Kreiskrankenhs Oettingen	Jennisgasse 5	86609	Donauwörth	138
Kreiskrankenhaus Rain	Jennisgasse 5	86609	Donauwörth	75
Kreiskrankenhaus Donauwrth	Jennisgasse 7	86609	Donauwörth	195
Hamburgisches Krankenhaus	Johann-Ritter-Straße 100	21502	Geesthacht	214
Fachkrankenhaus für	Johannes-Lange-Strasse 20	39319	Jerichow	223
Krankenhaus	Johannes Mueller Str 7	56068	Koblenz	455
Psychiatrisch-Neurologisches	Johannesallee	24848	Kropp	25
Reha- Kliniken	Johannesstrasse 2	94072	Bad Füssing	30
Klinik Dr. Bohnen GmbH	Johannesstraße 6-7	38350	Helmstedt	55
St Johannes-Hospital	Johannesstrasse 9-13	44137	Dortmund	613
Marienhospital	Johannisfreiheit 2-4	49074	Osnabrück	571
St Johannes-Stift	Johannisstr 21	47198	Duisburg	287
Rheinische Landesklinik	Johannisstr 70	41749	Viersen	928
Hals-Nasen-U Ohrenklinik	Johanniterstr 15	79104	Freiburg	9
Johanniter-Krankenhaus	Johanniterstraße 1	31028	Gronau	200
Johanniter-Krankenhaus	Johanniterstraße 3-5	53113	Bonn	392
Kreiskrankenhaus Parchim	John-Brinkmann-Straße 8-10	19370	Parchim	238
Marien-Hospital	Josef-Albers-Strasse 70	46236	Bottrop	436
St.-Antonius-Krankenhaus	Josef-Nawrocki-Str 32-34	12587	Berlin	106
Universitaetskliniken	Josef-Schneider-Str 2	97080	Würzburg	1616
Krankenhaeus d Ortenaukrs	Josef-Wurzler-Str 7	77855	Achern	237
St.-Elisabeth-Krankenhaus	Josefstrasse 3	46045	Oberhausen	305
Medizinische Einrichtungen	Joseph-Stelzmann-Strasse 9	50937	Köln	1521
Ida-Wolff-Haus,	Juchaczweg 21	12351	Berlin	477
Juliusspital Stiftungs	Juliuspromenade 19	97070	Würzburg	380
Klinik Dr Guth	Jürgensallee 46-50	22609	Hamburg	135
Johanniter-Krankenhaus	Jüterboger Strasse 68	14929	Treuenbrietzen	302
Ev.-Luth. Diakonissenanstalt	Jütländer Allee 48	22527	Hamburg	230
Rheinische Landesklinik	Kaiser-Karl-Ring 20	53111	Bonn	815
St Marien-Hospital	Kaiserstr 50	45468	Mülheim	458
Krankenhaus	Kaiserstr 93	79761	Waldshut-Tiengen	320
Krankenhaus St.Elisabeth	Kaiserstr.14	66482	Zweibrücken	270
Kreiskrankenhaus	Kaltenecker Str 10	94116	Hutthurm	59
St Joseph-Krankenhaus	Kalvarienberg	54595	Prüm	158
Psychiatrische Tagesklinik	Kamenzer Damm 1	12249	Berlin	0
Asthma-Krankenhaus der	Kamillianerstrasse 40-42	41069	Mönchengladbach	186
St Brigida-Krankenhaus	Kammerbruchstr 8	52152	Simmerath	224
St Marien-Krankenhaus	Kampenstr 51	57072	Siegen	460
St.-Josef-Stift	Kanonenstraße 8-9	29221	Celle	210
Krankenanstalten	Kantensiek 19	33617	Bielefeld	882
Klinik Dr Bauer	Kantstr 13	71640	Ludwigsburg	16
Staedt Krankenhaus	Kanzlerstr.2-6	75175	Pforzheim	637
Krankenhaeuser d Ortenaukrs	Kanzmattstr 2	77694	Kehl	180
Josefinum Kinderkrankenhaus	Kapellenstr 30	86154	Augsburg	563
Josephs-Hospital	Kapellenstr 41	48231	Warendorf	352
St.-Katharinen-Hospital	Kapellenstraße 1-5	50226	Frechen	455
Heilig-Geist-Hospital	Kapuziner Str 15-17	55411	Bingen	200
Klinik Dr Franz Dengler	Kapuzinerstr 1	76530	Baden-Baden	45
Rotkreuzklinik	Kapuzinerstr 2	97070	Würzburg	100
St Elisabeth-Klinik	Kapuzinerstrasse 4	66740	Saarlouis	511
Bruederkrankenhaus	Kardinal-Kremenz-Str.1-5	56068	Koblenz	240
Kreiskrankenhaus	Karl-Gareis-Strasse 31	94234	Viechtach	150
Klinik Schildautal	Karl-Herold-Straße 1	38723	Seesen	214
Heinrich-Braun-Krankenhaus	Karl-Keil-Strasse 35	8056	Zwickau	1043
Kreiskrankenhaus	Karl-Krische-Str 11	71522	Backnang	353
Kreiskrankenhaus Spemberg	Karl-Marx- Strasse 80	3130	Spremberg	228
Lutrina-Klinik	Karl-Marx-Str 33	67655	Kaiserslautern	32
Krankenhaus Tessin	Karl-Marx-Strasse 16	18195	Tessin	72
Kreiskrankenhaus	Karl-von-Hahn-Str 120	72250	Freudenstadt	409
Kreiskrankenhaus	Karl Liebknecht Str.21	15517	Fürstenwalde	177
Kreiskrankenhaus	Karlstr 45	89129	Langenau	64
Johanniter-Krankenhaus	Karower Strasse 1-3	39307	Genthin	165
Fachkrankenhaus für Lungen-	Karower Strasse 11, Haus 205	13125	Berlin	170
Kath. Krankenhaus	Karthäuserstrasse 64	99012	Erfurt	421
Venenzentrum Braunschweig	Kastanienallee 18-19	38102	Braunschweig	30
Kreiskrankenhaus Grimma	Käthe-Kollwitz-Strasse 2	4668	Grimma	249
Städtische Krankenanstalt	Kattowitzer Straße 191	38226	Salzgitter	347
Heinrich-Sengelmann-	Kayhuder Straße 65	23863	Bargfeld-Stegen	305
Privatklinik Dr Pflug	Kellereistrasse 4	73033	Göppingen	17
Kreiskrankenhaus	Keltenstr 67	97318	Kitzingen	260
Kreiskrankenhaus Volkach	Keltenstrasse 67	97318	Kitzingen	68
Landkrankenhaus	Ketschendorfer Str 33	96450	Coburg	648
Kreiskrankenhaus Nauen	Ketziner Strasse 20	14641	Nauen	511
Kreiskrankenhaus	Kiefholzstrasse 27	39340	Haldensleben	318
Landeskrankenhaus	Kiefholzstrasse 4	39340	Haldensleben	240
Altmuehltalklinik	Kindinger Str 11	85110	Kipfenberg	54
Fachklinik für Diabetes- und	Kirchberg 21	37431	Bad Lauterberg	140
Psychiatrisches Fach-	Kirchberger Strasse 2	8121	Wiesenburg	113
St Elisabeth-Krankenhaus	Kirchbergstr.14	66976	Rodalben	190
Fachklinik für Psychiatrie	Kirchenstraße 2	25821	Breklum	45
Krankenhaus St Vinzenz	Kirchenweg 15	87459	Pfronten	90
Evangelisches Krankenhaus	Kirchfeldstrasse 40	40217	Düsseldorf	580
Kreiskrankenhaus und	Kirchhaiener Strasse 38 a	3238	Finsterwalde	255
St Josefs-Krankenhaus	Kirchstr.16	56659	Burgbrohl	75
Fachklinik St Camillus	Kirchstrasse 12	47178	Duisburg	80
Borromäus-Hospital	Kirchstraße 61-67	26789	Leer	327
Frauenklinik	Kiskerstr 13-15	33615	Bielefeld	13
Franziskus Hospital	Kiskerstrasse 26	33615	Bielefeld	380
St Elisabeth-Krankenhaus	Kissinger Strasse 150	97688	Bad Kissingen	210
Altus-Klinik	Klappgarten 31 Postfach 1240	29633	Munster	35
Waldklinik	Kleckerwaldweg 145	21266	Jesteburg	0
Franziskus-Hospital	Kleestraße 2	49186	Bad Iburg	29
Hamburgisches Krankenhaus	Klein-Hesebecker-Straße	29549	Bad Bevensen	292
Tagesklinik Schwerte	Kleppingstr 4	58239	Schwerte	0
Paracelsus-Parkhospital	Klingsorstr 5	81927	München	100
Paracelsus-Elena-Klinik	Klinikstr 16	34128	Kassel	120
Krankenhaus Oranienbaum	Klinikstrasse 1	6785	Oranienbaum	98
Kreiskrankenhaus Lahr	Klosten Str 19	77933	Lahr	468
Marienkrankenhaus	Klosterberg 1	56812	Cochem	150
Forster-Dorfner'Sche	Klostergasse 15	92242	Hirschau	52
Staedt Krankenhaus	Klosterhof 1	74348	Lauffen	50
psych Landeskrankenhaus	Klosterhof 1	88427	Bad Schussenried	304
Luise-Henrietten-Stift	Klosterkirchplatz 1-19	14797	Lehnin	160
Waldkrankenhaus Rudolf Elle	Klosterlausnitzer Straße	7607	Eisenberg	405
St Josefskrankenhaus	Klosterstr 14	66125	Saarbrücken	242
Bettenstation Poliklinik	Klosterstr 15	17348	Woldegk	18
Krankenhaus Zur Hl Familie	Klosterstr 2	53332	Bornheim	53
St Martinus-Krankenhaus	Klosterstr 32	40764	Langenfeld	201
Klinik Fuer Kinder-Und	Klosterstr 4	65343	Eltville	80
Psychiatr Krankenhaus	Klosterstr 4	65343	Eltville	560
Raphaelsklinik	Klosterstr.75	48143	Münster	377
