Name	StrHausNr	PLZ	Ort	Bettenanzahl
Kreiskrankenhaus	Karl-von-Hahn-Str 120	72250	Freudenstadt	409
Stadt Wilhelmshaven	Friedrich-Paffrath-Straße 100	26389	Wilhelmshaven	575
Privatklinik Dr. Wix	Euckenallee 23	26603	Aurich	20
Kreiskrankenhaus	Karl Liebknecht Str.21	15517	Fürstenwalde	177
Landesklinik Teupitz	Buchholzer Strasse 21	15755	Teupitz	303
Kreiskrankenhaus	Egerer Strasse 30	95652	Waldsassen	125
Medizinische Akademie	Fetscherstrasse 74	1307	Dresden	1376
Privatklinik F.	Murgtalstr 656	72270	Baiersbronn	167
Klinik Dr. Bohnen GmbH	Johannesstraße 6-7	38350	Helmstedt	55
Kinder- und Nervenklinik	Dresdner Straße 178	9131	Chemnitz	406
Marien-Hospital	Ardeystr.3	58452	Witten	414
Frauenklinik Dr. Brachmann	Alter Weg 50	38302	Wolfenbüttel	40
St.-Hedwig-Krankenhaus	Grosse Hamburger Str 5-11	10115	Berlin	530
Werner-Wicker-Klinik	Im Kreuzfeld 4	34537	Bad Wildungen	158
Knappschaftskrankenhaus	Dr.-Hans-Böckler-Platz 1	52146	Würselen	402
Marienkrankenhaus	Amtfeld 19	76316	Malsch	31
Kreiskrankenhaus Hoya	Langestraße 139	27318	Hoya	130
Kreiskrankenhaus	Dr.-Goldenbogen-Strasse	51545	Waldbröl	461
Kreiskrankenhaus Albstadt 1	Friedrichstr 39	72458	Albstadt	308
Kreiskrankenhaus	Dr-Sauerbruch-Str 1	93133	Burglengenfeld	189
Anstalt für Chronischkranke	Königstr 25-27	14109	Berlin	78
Paulinenkrankenhaus	Eschenallee 28 30	14050	Berlin	160
Medizinische Klinik	Erathstrasse 7	65189	Wiesbaden	110
Hans-Carossa-Klinik	Hauptstrasse 19	79780	Stühlingen	36
Krankenhs Rheingau-Taunus-	Emser-Str 29	65307	Bad Schwalbach	150
Loretto-Krankenhaus	Mercystr.6-14	79100	Freiburg	205
Kreiskrankenhaus	Domherrnstrasse 10	39539	Havelberg	130
Bezirkskrankenhaus	Ludwig-Heilmeyer-Strasse 2	89312	Günzburg	753
Landratsamt Nuernberg Land	Krankenhausweg 17	91220	Schnaittach	50
Krankenhaus Bethel	Herminen- u. Bergdorfer Straße	31675	Bückeburg	240
Kreiskrankenhaus	Bahnhofstrasse 15	17087	Altentreptow	96
St.- Elisabeth-Krankenhaus	Biedermannstrasse 84	4277	Leipzig	384
Allgemeines Krankenhaus	Alphonsstraße 14	22043	Hamburg	620
Johanna-Etienne-Krankenhaus	Am Hasenberg 46	41462	Neuss	400
Krankenhaus Lichtenberg	Fanningerstrasse 32	10365	Berlin	471
Sächsisches Krankenhaus	-	4720	Westewitz über Döbeln	145
DRK-Krankenhaus	Klützer Strasse 6	23932	Grevesmühlen	241
Malteser-Krankenhaus Kamenz	Am Damm 7	1917	Kamenz	202
Staedt Krankenhaeuser	James-Loeb-Strasse 2	80804	München	235
St.-Clemens-Hospital	Clemensstr. 1	47608	Geldern	330
Bertaklinik Hannover	Bertastraße 10	30159	Hannover	45
Kreiskrankenhaus	Krankenhausstr 10	67806	Rockenhausen	156
Klinik Dr. H.J. Knees	Doktorstieg 10	22869	Schenefeld	14
St.-Elisabeth-Stift	Lange Straße 38	26676	Barßel	70
Krankenhaus Bethesda	Hohenheimer Str 21	70184	Stuttgart	165
Kreiskrankenhaus	Memminger Str 31	87724	Ottobeuren	138
Kreiskrankenhaus	Dr-Sauerbruch-Str 1	93133	Burglengenfeld	189
Kreiskrankenhaus	Hochfeldstr 2	83684	Tegernsee	210
Kinderheilstätte	Mauritiusplatz 6	59394	Nordkirchen	45
Kreiskrankenhaus	Bahnhofstrasse 15	17087	Altentreptow	96
Wilh-Griesinger-Krankenhaus	Brebacher Weg 15	12683	Berlin	701
Karl-Hansen-Klinik	Kurparkstr 6	33175	Bad Lippspringe	292
Klinik für Psychogene	Höhmannstr 2	14193	Berlin	54
Fachklinik für Kinder- und	Lindenstraße 4	53474	Bad Neuenahr-Ahrweiler	28
Krankenhaus Maria-Hilf	Hospitalstr 3-7	59581	Warstein	195
Evangelisches Krankenhaus	Badestrasse 23	99762	Neustadt	90
Paracelsus Klinik Neuss	Hafenstrasse 68-76	41460	Neuss	61
Augenklinik Stadthagen Gmbh	Brunnenstraße 12	31655	Stadthagen	30
Kreiskrankenhaus Radebeul	Heinrich-Zille-Strasse 13	1445	Radebeul	307
Kreiskrankenhaus Radebeul	Heinrich-Zille-Strasse 13	1445	Radebeul	307
Psychiatrisches Krankenhaus	Austrasse 40	35745	Herborn	339
St Elisabeth Krankenhs	Essener Str 31	45529	Hattingen	148
St Martinus-Krankenhaus	Klosterstr 32	40764	Langenfeld	201
Klinik Fuer Kinder- Und	Herkulesstrasse 111	34119	Kassel	24
Forster-Dorfner'Sche	Klostergasse 15	92242	Hirschau	52
Kreiskrankenhaus	Bayerwaldring 17	94405	Landau	209
Evangelisches Krankenhaus	Glindersweg 80	21029	Hamburg	235
Paracelsus-Parkhospital	Klingsorstr 5	81927	München	100
St.- Alexius-Krankenhaus	Alexianerplatz 1	41464	Neuss	454
St Marien-Hospital	Am Boltenhof 7	46325	Borken	368
Christliches Krankenhaus	Danziger Straße	49610	Quakenbrück	450
Kreiskrankenhaus Pinneberg	Fahltskamp 74	25421	Pinneberg	333
Kreiskrankenhaus	Hermann-Löns-Straße	29451	Dannenberg	212
Neurologische Klinik Haus	Hubertusstr 6-7	35619	Braunfels	105
Krankenhausbetrieb Des	Krankenhausstrasse 27	34613	Schwalmstadt	168
Kinderkrankenhaus	Liliencronstraße 130	22149	Hamburg	213
Staedt Klinikum Dessau	Auenweg 38	6847	Dessau	830
Landeskrankenhaus	Kiefholzstrasse 4	39340	Haldensleben	240
Klinikum Niederlausitz Gmbh	Krankenhausstrasse 2	1998	Klettwitz	206
Marienhospital	Marienstr.45	48282	Emsdetten	210
Krankenhaus Heidenau	Ende Dohnaer Strasse	1809	Heidenau	180
Zweckverband Kreis- und	Landrat-Beushausen-Straße 26	31061	Alfeld	290
Kreiskrankenhs Isny	Am Engelberg 29	88239	Wangen	100
Krankenanstalt Mutterhaus	Feldstrasse 16	54290	Trier	595
Krankenhaus	Feldstetterstr.64	89150	Laichingen	47
Städtisches Krankenhaus	Alter Weg 80	38302	Wolfenbüttel	353
Landkrankenhaus	Ketschendorfer Str 33	96450	Coburg	648
Anstalt für Chronischkranke	Königstr 25-27	14109	Berlin	78
Städtisches Krankenhaus	Bierdener Mühle 2	28832	Achim	205
Marien-Hospital	Josef-Albers-Strasse 70	46236	Bottrop	436
Kreiskrankenhaus	Hermann-Löns-Straße	29451	Dannenberg	212
Clemens-August-Krankenhaus	Krankenhausstr.1	54634	Bitburg	340
St.- Elisabeth-Krankenhaus	Kurler Strasse 130	44319	Dortmund	156
Klinik Dr. H.J. Knees	Doktorstieg 10	22869	Schenefeld	14
St.-Georg-Krankenhaus	Gartenstraße 11	78073	Bad Dürrheim	0
Universitätsklinikum	Augustenburger Platz 1	13353	Berlin	1797
Kreiskrankenhaus	Albert-Schweitzer-Straße 10	48527	Nordhorn	392
Klinik Der Offenen Tuer	Landhausstr 2	70182	Stuttgart	101
Martin-Luther-Krankenhaus	Caspar-Theyss-Str 27	14193	Berlin	400
Itertalklinik	Eisenhuette 21-23	52076	Aachen	23
Bezirkskrankenhaus	Am Fahlenberg 2-10	34385	Bad Karlshafen	134
Kreiskrankenhaus	Dr-Sauerbruch-Str 1	93133	Burglengenfeld	189
St.-Franziskus-Hospital	Hohenzollernring 72	48145	Münster	550
Kreiskrankenhs Bad Waldsee	Am Engelberg 29	88239	Wangen	145
Kreiskrankenhaus	Krankenhausstrasse 2	84137	Vilsbiburg	200
Klinik Fuer Kinder- Und	Herkulesstrasse 111	34119	Kassel	24
Kinderzentrum Maulbronn	Knittlinger Steige 21	75433	Maulbronn	36
Krankenhaus Maria-Hilf	Maria-Hilf-Str.2	54550	Daun	262
Kreiskrankenhaus Bernburg	Kustrenaer Strasse 98	6406	Bernburg	455
Fachklinik für Diabetes- und	Kirchberg 21	37431	Bad Lauterberg	140
Otto-Fricke-Krankenhaus -	M-V-Opel-Weg 34	65307	Bad Schwalbach	130
Krankenhaus Rohrbach	Amalienstr 5	69126	Heidelberg	206
Kath Krankenhaus Hagen	Dreieckstrasse 17	58097	Hagen	490
Kreiskrankenhaus	Dr.-Goldenbogen-Strasse	51545	Waldbröl	461
Kreiskrankenhaus Parchim	John-Brinkmann-Straße 8-10	19370	Parchim	238
Chirurgische Klinik	Listplatz 1	72764	Reutlingen	15
Kinderzentrum München	Heiglhofstrasse 63	81377	München	40
St.-Elisabeth-Krankenhaus	Königsweg 8-12	24103	Kiel	100
Kreiskrankenhaus Salzwedel	Brunnenstrasse 1	29410	Salzwedel	285
Ev Und Johanniter-Krankenhs	Hachenburger Str 16	56269	Dierdorf	186
Kreiskrankenhaus	Lutherstrasse 9	1877	Bischofswerda	223
Krankenhaus	Annenstraße 15	27239	Twistringen	96
St.- Elisabeth-Krankenhaus	Biedermannstrasse 84	4277	Leipzig	384
Kreiskrankenhaus Miesbach	Haidmuehlstr 30	83714	Miesbach	67
Krankenhaus Scharnebeck	Hauptstraße 19	21379	Scharnebeck	46
Kreiskrankenhaus	Ludwig-Heilmeyer-Strasse 1	89312	Günzburg	244
Hardtwaldklinik I	Hardtstrasse	34596	Bad Zwesten	47
Privatklinik	Gutenbergstr 11-15	74074	Heilbronn	27
Evang Krankenhaus	Ludwig-Weber-Strasse 15	41061	Mönchengladbach	385
Urolog Klinik	Frischstr 34	86161	Augsburg	58
Marienkrankenhaus	August Antz Str 22	54293	Trier	190
Krankenhaus Neu-Bethlehem	Humboldtallee 8	37073	Göttingen	120
Hamburgisches Krankenhaus	Klein-Hesebecker-Straße	29549	Bad Bevensen	292
Universitätsklinikum	Augustenburger Platz 1	13353	Berlin	1797
St Antonius-Krankenhaus	Auf der Rahm 17	57537	Wissen	130
Hamburgisches Krankenhaus	Klein-Hesebecker-Straße	29549	Bad Bevensen	292
Nephrologisches Zentrum	Am Vogelsang 105	34346	Hannoversch Münden	120
Krankenhaus Eichhof	Am Eichberg 41	36341	Lauterbach	283
Klinikum Der Universitaet	Franz-Josef-Strauss-Allee11	93053	Regensburg	494
St Elisabeth-Krankenhaus	Dreisamstr.15-17	79098	Freiburg	43
Sächsisches Krankenhaus	-	4720	Westewitz über Döbeln	145
Rummelsberger Anstalten	Gehfeldstr 24	82467	Garmisch-Partenkirchen	190
Kreiskrankenhaus Bahrendorf	Friedensstrasse 18	39171	Bahrendorf	135
Krankenhaus Olbernhau	Gruenthaler Strasse 46	9526	Olbernhau	107
Eggberklinik	Bergseestr 41-43	79713	Bad Säckingen	25
Tcm-Klinik Koetzting Gmbh	Ludwigstrasse 2	93444	Kötzting	0
Kreiskrankenhaus	Dr-Sauerbruch-Str 1	93133	Burglengenfeld	189
Krankenhaus F Psychiatrie	Am Sommerberg	97816	Lohr	441
St Brigida-Krankenhaus	Kammerbruchstr 8	52152	Simmerath	224
Arbeiter-Samariter-Bund	Am Grossen Wannsee 28-30	14109	Berlin	223
Hals-Nasen-U Ohrenklinik	Johanniterstr 15	79104	Freiburg	9
Heinrich-Sengelmann-	Kayhuder Straße 65	23863	Bargfeld-Stegen	305
Krankenhaus Maria Stern	Am Anger 1	53424	Remagen	183
Altus-Klinik	Klappgarten 31 Postfach 1240	29633	Munster	35
Klinik Markgroeningen	Kurt-Lindemann-Weg 10	71706	Markgröningen	174
Rehabilitationsklinik	Im Spitzfeld 25	69151	Neckargemünd	120
Urolog Klinik	Frischstr 34	86161	Augsburg	58
Klinik Dr. Bohnen GmbH	Johannesstraße 6-7	38350	Helmstedt	55
Augusta-Kranken-Anstalt	Bergstr 26	44791	Bochum	602
Staedt Krankenanstalten	Gotenstr 1	42653	Solingen	848
Staedt Krankenanstalten	Gotenstr 1	42653	Solingen	848
Staedt Krankenanstalten	Gotenstr 1	42653	Solingen	848
Kreiskrankenhaus	Laurentiusweg 1	84048	Mainburg	116
Antoniuszentrum GmbH	Hospitalstr 2	47918	Tönisvorst	170
Kreiskrankenhaus Ammerland	Lange Straße	26655	Westerstede	436
Kreiskrankenhaus Ellwangen	Dalkinger Str          12	73479	Ellwangen	253
Rheinische Landesklinik	Bergische Landstraße 2	40629	Düsseldorf	564
Stiftsklinik Augustinum	Erkenbrecht Allee 45	91438	Bad Windsheim	194
Kreiskrankenhaus Eutin	Janusstraße 22	23701	Eutin	286
Kreiskrankenhaus Ellwangen	Dalkinger Str          12	73479	Ellwangen	253
Walter-Friedrich Kranken-	Birkenallee 34	39130	Magdeburg	403
Kreiskrankenhaus Buchen	Dr Konrad Adenauer Str 37	74722	Buchen	224
Kreiskrankenhaus Bernburg	Kustrenaer Strasse 98	6406	Bernburg	455
Kreiskrankenhaus	Dorfstrasse 1	39387	Neindorf	298
Kreiskrankenhaus	Alvesloher Straße 27	24568	Kaltenkirchen	208
Flüggenhofsee-Klinik	Breloher Straße 71	29633	Munster	10
Bundeswehrkrankenhaus	Koeferinger Str 1 Posf 830	92224	Amberg	81
Spezialklinik Neukirchen	Krankenhausstrasse 9	93453	Neukirchen	190
Evang Krankenhaus	Gartenstrasse 4-8	40822	Mettmann	222
Theresienklinik	Domerschulstr.1/3	97070	Würzburg	85
Kreiskrankenhaus	Kiefholzstrasse 27	39340	Haldensleben	318
Heilstaette Am Meissner	-	37235	Hessisch Lichtenau	92
Klinik F Kinder U Jugend-	-	64560	Riedstadt	70
Bezirkskrankenhaus	-	91238	Engelthal	160
St Hedwig-Klinik	A 2 5-7	68159	Mannheim	80
Dreifaltigkeits-Krankenhaus	Aachenerstr 445-449	50931	Köln	145
Kreiskrankenhaus Elmshorn	Agnes-Karll-Allee	25337	Elmshorn	316
Kreiskrankenhaus Elmshorn	Agnes-Karll-Allee	25337	Elmshorn	316
St Antonius-Hospital	Albers Allee 5-7	47533	Kleve	437
Stadt-U Kreiskrankenhaus	Albert-Schweitzer-Str.10	95326	Kulmbach	420
Kreiskrankenhaus	Albert-Schweitzer-Straße 10	48527	Nordhorn	392
Alexianer-Krankenhaus	Alexianergraben 33	52064	Aachen	205
Alfried Krupp Von Bohlen	Alfried-Krupp-Str 21	45131	Essen	560
Alfried Krupp Von Bohlen	Alfried-Krupp-Str 21	45131	Essen	560
St.- Josefs-Krankenhaus	Allee nach Sanssouci 7	14471	Potsdam	265
Kreiskrankenhaus	Alleenstr 10	78532	Tuttlingen	321
Duenkeloh-Klinik	Alleestr 105-107	42853	Remscheid	50
St Josef-Krankenhaus	Alte-Koelner-Str 9	51688	Wipperfürth	258
Kliniken Am Burggraben	Alte Vlothoer Str 47-49	32105	Bad Salzuflen	30
Privatklinik Dr.Amelung	Altkoenigstr.16	61462	Königstein	85
St Marien-Hospital	Altstadtstr 23	44534	Lünen	593
Malteser-Krankenhaus Kamenz	Am Damm 7	1917	Kamenz	202
Nervenklinik Krefeld-	Am Dreifaltigkeitskloster	47807	Krefeld	175
Städtische Kliniken	Am Finkenhügel 1	49076	Osnabrück	583
Städtische Kliniken	Am Finkenhügel 1	49076	Osnabrück	583
Klinik Am Hellweg	Am Flugplatz 12	33813	Oerlinghausen	160
Kreiskrankenhaus	Am Griesberg 1	84347	Pfarrkirchen	207
Klinikum Aschaffenburg	Am Hasenko	63739	Aschaffenburg	668
Chirurg Klinik Dr Rinecker	Am Isarkanal 30	81379	München	264
Brk Rheuma-Zentrum	Am Markt 2	93077	Bad Abbach	257
Lichtenau Orthopaedische	Am Muehlenberg	37235	Hessisch Lichtenau	30
Paracelsus-Klinik	Am Natruper Holz 69	49076	Osnabrück	350
Krankenhaus Maria-Hilf	Am Schoenschede 1	59929	Brilon	225
Kreiskrankenhaus	Am Vogelsang 4	79618	Rheinfelden	170
St Vincenz- Und	An der Goldgrube 11	55131	Mainz	458
Kreiskrankenhaus	Arnulfstr 1	93426	Roding	273
Marienhospital	August-Bendler-Str 10-14	58332	Schwelm	113
Unfallklinik	Auguste-Victoria-Straße 18	24103	Kiel	38
Auguste-Viktoria- und	Auguste-Viktoria-Allee 19-23	33175	Bad Lippspringe	350
Marienkrankenhaus Gem Gmbh	Auguste-Viktoria-Allee 2	33175	Bad Lippspringe	40
Universitätsklinikum	Augustenburger Platz 1	13353	Berlin	1797
Klinikum Uckermark	Auguststrasse 23	16303	Schwedt	615
Deutsche Klinik	Aukammallee 33	65191	Wiesbaden	80
Psychiatrisches Krankenhaus	Austrasse 40	35745	Herborn	339
Psychiatrisches Krankenhaus	Austrasse 40	35745	Herborn	339
St Josefs-Hospital	Axstr 35	44879	Bochum	171
St Hildegardis-Krankenhaus	Bachemerstr 29-33	50931	Köln	320
Fr-Schiller-Universitaet	Bachstrasse 18	7743	Jena	1860
Fr-Schiller-Universitaet	Bachstrasse 18	7743	Jena	1860
Hospital Zum Hl.Geist	Bachstraße 76	59590	Geseke	145
Gynaekologisch-Onkologische	Bad-Trissl-Strasse 73	83080	Oberaudorf	290
Johanniter-Krankenhaus	Badergasse 2	14913	Jüterbog	113
Kreiskrankenhaus Arnstadt	Baerwinkelstrasse 33	99310	Arnstadt	384
Kreiskrankenhaus Arnstadt	Baerwinkelstrasse 33	99310	Arnstadt	384
Krankenhaus St.-Marien-Stift	Bahnhofstraße	26169	Friesoythe	140
Krankenhaus St.-Marien-Stift	Bahnhofstraße	26169	Friesoythe	140
Tagesklinik Heide	Bahnhofstrasse 22 A	25746	Heide	0
Orthopaedisches Krankenhaus	Balthasar-Neumann-Platz 1	97440	Werneck	157
Robert-Janker-Klinik	Baumschulallee 12-14	53115	Bonn	109
Robert-Janker-Klinik	Baumschulallee 12-14	53115	Bonn	109
Maria-Theresia-Klinik	Bavariaring 46	80336	München	64
Krankenhaus Burgstädt	Beethovenstraße 14	9217	Burgstädt	165
Eggberklinik	Bergseestr 41-43	79713	Bad Säckingen	25
Kreiskrankenhaus	Bergstraße 30	38518	Gifhorn	403
Staedt Kliniken Dortmund	Beurhausstr 40	44137	Dortmund	1864
Staedt Kliniken Dortmund	Beurhausstr 40	44137	Dortmund	1864
St.- Elisabeth-Krankenhaus	Biedermannstrasse 84	4277	Leipzig	384
Privatklinik Dr. Steger	Bingstraße	90480	Nürnberg	35
St Antonius-Krankenhaus	Birkenallee 18	41844	Wegberg	105
Walter-Friedrich Kranken-	Birkenallee 34	39130	Magdeburg	403
Paracelsus-Klinik	Bismarckhoehe	56130	Bad Ems	158
Krankenhaus St. Vinzenz	Bismarckstraße 10	38102	Braunschweig	120
Ev Bethesda-Krankenhaus	Bocholder Strasse 11-13	45355	Essen	399
Städtisches Krankenhaus	Bögelstraße 1	21339	Lüneburg	580
Ev Krankenhaus	Bredenscheider Str 54	45525	Hattingen	348
Ev Krankenhaus	Bredenscheider Str 54	45525	Hattingen	348
Flüggenhofsee-Klinik	Breloher Straße 71	29633	Munster	10
Kreiskrankenhaus Salzwedel	Brunnenstrasse 1	29410	Salzwedel	285
Kreiskrankenhaus	Bürgerstraße 27	27321	Thedinghausen	43
Krankenhaus	Burgstall 9	72160	Horb	110
Klinik am Glammsee	Burgstraße 23	19417	Warin	103
Landeswohlfahrtsverband	Cappeler-Str 98	35039	Marburg	88
Staedt  Krankenhaus	Carl-Roth-Strasse 1	97877	Wertheim	220
Klinik Veerssen Gmbh	Celler Straße 26	29525	Uelzen	50
Kreiskrankenhaus Chemnitz	Chemnitzer Strasse 24 A	9212	Limbach-Oberfrohna	159
Kreiskrankenhaus	Coburger Str 207	96106	Ebern	115
Kreiskrankenhaus	Coburger Str 207	96106	Ebern	115
Kreiskrankenhaus	Crailsheimer Str 6	91550	Dinkelsbühl	190
Elisabeth-Krankenhaus Gmbh	Cranger Strasse 226	45894	Gelsenkirchen	210
Kreiskrankenhaus Traunstein	Cuno-Niggl-Strasse 3	83278	Traunstein	490
Krankenhaus Maria Hilf	Dahlienweg 3	53474	Bad Neuenahr-Ahrweiler	361
St.-Elisabeth-Krankenhaus	Dannenberger Straße 37	29439	Lüchow	35
St.-Elisabeth-Krankenhaus	Dannenberger Straße 37	29439	Lüchow	35
Deister-Süntel-Klinik	Deisterallee 36	31848	Bad Münder	90
Kreiskrankenhaus	Dingolshaeuser Str 5	97447	Gerolzhofen	140
Kreiskrankenhaus	Dingolshaeuser Str 5	97447	Gerolzhofen	140
Krankenhaus Ebersteinburg	Dr-Rumpf-Weg 7	76530	Baden-Baden	94
Krankenhaus Ebersteinburg	Dr-Rumpf-Weg 7	76530	Baden-Baden	94
Frauenklinik Rosenheim	Droste-Huelshoff-Strasse 4	83024	Rosenheim	70
St Marien-Krankenhaus	Edgar-von-Gierke-Str 2	76135	Karlsruhe	100
St Marien-Krankenhaus	Edgar-von-Gierke-Str 2	76135	Karlsruhe	100
Kreiskrankenhaus	Egerer Strasse 30	95652	Waldsassen	125
Kreiskrankenhaus	Egerer Strasse 30	95652	Waldsassen	125
Kreiskrankenhaus	Egerer Strasse 30	95652	Waldsassen	125
Klinik Am Eichert	Eichertstr 3          660	73035	Göppingen	994
Itertalklinik	Eisenhuette 21-23	52076	Aachen	23
Kreiskrankenhaus Gotha	Erfurter Landstrasse 35	99867	Gotha	404
Kreiskrankenhaus Gotha	Erfurter Landstrasse 35	99867	Gotha	404
Paulinenkrankenhaus	Eschenallee 28 30	14050	Berlin	160
Paulinenkrankenhaus	Eschenallee 28 30	14050	Berlin	160
Paulinenkrankenhaus	Eschenallee 28 30	14050	Berlin	160
Paulinenkrankenhaus	Eschenallee 28 30	14050	Berlin	160
Paulinenkrankenhaus	Eschenallee 28 30	14050	Berlin	160
Paulinenkrankenhaus	Eschenallee 28 30	14050	Berlin	160
Privatklinik Dr. Wix	Euckenallee 23	26603	Aurich	20
Krankenhaus Bethesda	Euelsbruchstrasse	57258	Freudenberg	210
Krankenhaus Bethesda	Euelsbruchstrasse	57258	Freudenberg	210
Krankenhaus Bethesda	Euelsbruchstrasse	57258	Freudenberg	210
Kreiskrankenhaus Laupheim	Eugen-Bolz-Str 1	88471	Laupheim	161
Kreiskrankenhaus Beeskow	Eugen-Richter-Strasse 1-3	15848	Beeskow	164
Kreiskrankenhaus Beeskow	Eugen-Richter-Strasse 1-3	15848	Beeskow	164
Kreiskrankenhaus Beeskow	Eugen-Richter-Strasse 1-3	15848	Beeskow	164
Kreiskrankenhaus Beeskow	Eugen-Richter-Strasse 1-3	15848	Beeskow	164
Kreiskrankenhaus	Eugenstrasse 3	73230	Kirchheim	301
Kreiskrankenhaus	Eugenstrasse 3	73230	Kirchheim	301
Kreiskrankenhaus	Eugenstrasse 3	73230	Kirchheim	301
Kreiskrankenhaus	Eugenstrasse 3	73230	Kirchheim	301
Kreiskrankenhaus	Eugenstrasse 3	73230	Kirchheim	301
Kreiskrankenhaus	Eugenstrasse 3	73230	Kirchheim	301
Krankenanst Krs Miltenberg	Fabrikstrasse 10	63897	Miltenberg	253
Orthopädische Klinik	Fahltskamp 73	25421	Pinneberg	30
Staedt Krankenhaus	Farnweg 7	77728	Oppenau	46
Ruppiner Klinikum	Fehrbelliner Strasse 38	16816	Neuruppin	483
Heinrich Lanz Krankenhaus	Feldbergstrasse 68-70	68163	Mannheim	321
Evangelisches Krankenhaus	Ferrenbergstraße 24	51465	Bergisch Gladbach	300
Städtische Krankenanstalten	Flurstr 17	90419	Nürnberg	2492
Heilanstalt Paulinenhilfe	Forststr 14	70174	Stuttgart	150
Westfälische Klinik für	Franz-Hegemann-Strasse 23	59581	Warstein	866
Bezirkskrankenhaus	Freudental 1	87435	Kempten	76
Klinik Dardenne	Friedrich-Ebert-Straße 23-25	53173	Bonn	6
Klinikum Der Universitaets-	Friedrich-Engels-Str 25	67655	Kaiserslautern	1217
Stadt Wilhelmshaven	Friedrich-Paffrath-Straße 100	26389	Wilhelmshaven	575
St Elisabeth-Krankenhaus	Friedrich Ebert Str 59	56564	Neuwied	528
Allgemeines Krankenhaus	Friedrichsberger Straße 60	22089	Hamburg	700
Kreiskrankenhaus Forbach	Friedrichstrasse 17	76596	Forbach	95
Friedrich-Ebert-Krankenhaus	Friesenstrasse 11	24534	Neumünster	637
Stadtkrankenhaus Worms	Gabriel-von-Seidl-Str 81	67550	Worms	556
Kasse d Univ Kliniken F	Gaisweg 3	72070	Tübingen	1651
St.-Marien-Krankenhaus	Gallwitzallee 123-143	12249	Berlin	414
Niedersächsisches Landes-	Gänsewinkel	38154	Königslutter	540
St.-Georg-Krankenhaus	Gartenstraße 11	78073	Bad Dürrheim	0
St.-Georg-Krankenhaus	Gartenstraße 11	78073	Bad Dürrheim	0
Pius-Hospital Oldenburg	Georgstraße 12	26121	Oldenburg	412
St Rochus-Hospital	Glueckaufstrasse 10	44575	Castrop-Rauxel	280
Kreiskrankenhaus Giessen -	Goethestr 4	35423	Lich	236
Krankenhaus Des Kurhess-	Goethestrasse 85	34119	Kassel	266
Staedtische Kliniken	Gothenstr 6-8	60311	Frankfurt	1120
St.-Hedwig-Krankenhaus	Grosse Hamburger Str 5-11	10115	Berlin	530
Ev Krankenhaus Saarbruecken	Grossherzg-Friedrich-Str 46	66111	Saarbrücken	236
Privatklinik	Gutenbergstr 11-15	74074	Heilbronn	27
Privatklinik	Gutenbergstr 51	74074	Heilbronn	31
Johanna-Odebrecht-Stiftung	Gützkower Landstrasse 69	17489	Greifswald	101
St Gerburgis-Hospital	Hagenstrasse 32	48301	Nottuln	110
Klinik Hallerwiese	Hallerwiese 30	90419	Nürnberg	200
Klinik Waldwiese	Hamburger Chaussee 77	24114	Kiel	75
Krankenhaus Reinbek	Hamburger Straße 41	21465	Reinbek	328
Park-Sanatorium Dahlem Gmbh	Hammersteinstr 20	14199	Berlin	60
Park-Sanatorium Dahlem Gmbh	Hammersteinstr 20	14199	Berlin	60
Marien-Krankenhaus	Hannoverstraße 5	48529	Nordhorn	260
St Josefs-Krankenhaus	Hauensteiner Str.17	66994	Dahn	102
Bezirksklinik Hochstadt	Hauptstr 13	96272	Hochstadt	73
Bezirksklinik Hochstadt	Hauptstr 13	96272	Hochstadt	73
Krankenhaus Vinzentinum	Hauptstr 24	83324	Ruhpolding	115
St Elisabeth-Hospital	Hauptstr 74	40668	Meerbusch	117
Kreiskrankenhaus Falkeneck-	Hecksbergweg 23-27	35619	Braunfels	182
Kreiskrankenhaus	Hegelpromenade 21	2943	Weißwasser	268
Fachklinik Kamillushaus	Heidhauserstr 273	45239	Essen	101
Annastift e.V.	Heimchenstraße 1-7	30625	Hannover	301
Huyssens-Stiftung Gem Gmbh	Henricistrasse 92	45136	Essen	440
Krankenhaus Radeburg	Herbert-Schmidt-Strasse 2	1471	Radeburg	69
Klinik Fuer Kinder- Und	Herkulesstrasse 111	34119	Kassel	0
Klinik Fuer Kinder- Und	Herkulesstrasse 111	34119	Kassel	24
Staedt Krankenhaus	Hewenstr 19	78234	Engen	91
Staedt Krankenhaus	Hewenstr 19	78234	Engen	91
Staedt Krankenhaus	Hewenstr 19	78234	Engen	91
Lukas-Krankenhaus Bünde	Hindenburgstr 56	32257	Bünde	398
Klinikum Wahrendorff Gmbh	Hindenburgstraße 1	31319	Sehnde	329
Kreiskrankenhaus Eisleben	Hohe-Tor-Strasse 25	6295	Lutherstadt Eisleben	530
Kreiskrankenhaus Rahden	Hohe Muehle 3	32369	Rahden	140
Krankenhaus Elim	Hohe Weide 17	20259	Hamburg	212
St.-Franziskus-Hospital	Hohenzollernring 72	48145	Münster	550
Kreiskrankenhaus	Hohenzollernstraße 40	72488	Sigmaringen	403
Städtisches Krankenhaus	Hohler Weg 9	57439	Attendorn	322
Klinik für Psychogene	Höhmannstr 2	14193	Berlin	54
Diakonissenkrankenhaus	Holzhofgasse 29	1099	Dresden	264
